imageUrl	title	totalScore	reviewsCount	state	city	phone	categoryName	description	placeId	location/lat	location/lng
https://lh5.googleusercontent.com/p/AF1QipPLYh0GQofNW3g5B_d3N2uuNL0FX8wfRe_iu4p4=w408-h306-k-no	Taplau Pantai Padang	4.4	257	Sumatera Barat	Kota Padang		Pantai		ChIJl_MmUNG51C8R6oN7Pu6aiiY	-0.9484478	100.3518922
https://lh5.googleusercontent.com/p/AF1QipOtI1AStfYdLxjcad7tPsLNmhGrxzI3xf4yLJ0W=w426-h240-k-no	Taman Nirwana	4.3	257	Sumatera Barat	Kota Padang	+62 813-7807-5610	Wisata Rekreasi dan Keluarga		ChIJjcHCdgm71C8R8m6mxAu6PK0	-1.0150672	100.3902478
https://lh5.googleusercontent.com/p/AF1QipPsnULqKgwv9ZQwVrt6EH6XQPULdpli0yzyzdBj=w426-h240-k-no	Lubuk Paraku	4.3	220	Sumatera Barat	Kota Padang		Area Rekreasi Alam		ChIJ3YdqAMC21C8R-6D3iiRDxQI	-0.9468913	100.5070291
https://lh5.googleusercontent.com/p/AF1QipNnyKG5VtqJIDCkfeciIiKUsryepcugQ3dFkawg=w408-h306-k-no	Jambak Sea Turtle Camp	4.6	165	Sumatera Barat	Kota Padang	+62 852-6367-0910	Cagar Alam		ChIJ01a-tITB1C8RFGjk3lgYvcI	-0.8278298	100.3023362
https://lh5.googleusercontent.com/p/AF1QipNzs98B_B3lFUtpT_7u0DRu7lnYquNTnWMaqYne=w408-h272-k-no	Bendungan Niagara Koto Pulai	4.2	161	Sumatera Barat	Kota Padang		Wisata Alam		ChIJjxP3BdHG1C8RL6A3P6-IGGo	-0.8466819	100.3575238
https://lh5.googleusercontent.com/p/AF1QipPh27ESU0xDTNN9W6tHg7kif4NEV3kbPLguQENI=w408-h305-k-no	Bukit Nobi Hill	4.4	160	Sumatera Barat	Kota Padang		Wisata Alam		ChIJIVla7SK61C8RiVcKISmpdKU	-0.9735541	100.4157254
https://lh5.googleusercontent.com/p/AF1QipOIwn7DmA6Bv1fhag8VXjmmRt_dfIn-vjU81AqL=w408-h306-k-no	Air Terjun Sarasah	4.3	135	Sumatera Barat	Kota Padang		Wisata Alam		ChIJo0JWABq31C8R-s6nG2HFdpY	-0.9328629	100.4991464
https://lh5.googleusercontent.com/p/AF1QipMShc2udx9vxSGZaF_V_VfbpEpnf9-vXiVGv_he=w408-h306-k-no	Taman Muaro Lasak	4.3	113	Sumatera Barat	Kota Padang		Pantai		ChIJrQXBQU-_1C8RVq_BYWfgZZQ	-0.9291107	100.3501138
https://lh5.googleusercontent.com/p/AF1QipMfIc7zFYPbHB5PQ-x-cRsFCJh9MY2xzwyJ3i0-=w408-h544-k-no	Wisata Air terjun Lubuk Hitam Lestari	4.6	56	Sumatera Barat	Kota Padang	+62 812-7034-9099	Wisata Alam		ChIJ_1F_BJSl1C8RYZTvdosJUfg	-1.0524651	100.4237422
https://lh5.googleusercontent.com/p/AF1QipN7IT3dLKN1YBUmaFlI_JuPZ3ay0eWj_SsgzkBR=w408-h306-k-no	Kampung Adat Rimbo Tarok	5	8	Sumatera Barat	Kota Padang	+62 821-5844-0307	Desa Wisata		ChIJL2LINrq51C8Rg-ZwzAPqHYE	-0.8952538	100.4076103
https://lh5.googleusercontent.com/p/AF1QipMOg87Z4OFAWdcCFg922lqlsUeL3ilEYnj1DC2M=w426-h240-k-no	Mentawai Experience Travel	5	5	Sumatera Barat	Kota Padang	+62 813-7460-0582	Tour Agency		ChIJX04p9VO51C8RH1Q1zEwnTzo	-0.9610692	100.3540466
https://lh5.googleusercontent.com/p/AF1QipML1IRIaZnAEJeq72gIW-5-mLf0LNQIYxGyooyV=w408-h305-k-no	North Ulak Karang	4.2	150	West Sumatra	Padang City		City Park		ChIJvYY-IEu_1C8RQ62IIdLEGCc	-0.9085365	100.348386
https://lh5.googleusercontent.com/p/AF1QipN4QY25wz9QwmnVL5F5jNAHOvZ4cVexRXLVJHlp=w408-h240-k-no-pi-0-ya200-ro0-fo100	Berok Nipah	4.1	75	West Sumatra	Padang City		Desa Wisata		ChIJrVelJ1S51C8RflxLNfpqFGk	-0.962543	100.3568071
https://lh5.googleusercontent.com/p/AF1QipOZxmKiVjFBDeqoaqZlJ5zti8KnD4G31935TFJ5=w408-h544-k-no	Kampung Pondok	4.0	50	West Sumatra	Padang City		Desa Wisata		ChIJyzdpdlC51C8R1Or8k0skfZY	-0.959594	100.3603161
https://lh5.googleusercontent.com/p/AF1QipOE248KhZDj1moznKPxA4kFyF_oUcYyOnXlXUMo=w408-h445-k-no	Padang	4.3	200	West Sumatra	Padang City		Hotel		ChIJuxex4kK51C8RpWsEw7WMRrg	-0.948041	100.3630901
	Belakang Tangsi	4.0	25	West Sumatra	Padang City		Wisata budaya & Sejarah		ChIJRdb2D0651C8RnptPGHwmQtQ	-0.9531412	100.3568071
https://lh5.googleusercontent.com/p/AF1QipOuQwA41yOl876BbRZAKUtr8p3mkqojIGgZKYlw=w426-h240-k-no	Air Manis	4.2	100	West Sumatra	Padang City		Pantai		ChIJ5YusrRyW1C8RefW5zX_Omyg	-0.9825073	100.3638252 
