imageUrl	title	totalScore	reviewsCount	state	city	phone	categoryName	description	placeId	location/lat	location/lng
https://lh5.googleusercontent.com/p/AF1QipMJgg7a2QrbySEw0MidVfDXvXazmuzi4DfFEBK4=w408-h306-k-no	Masjid Kampus UGM	4.8	16124	Daerah Istimewa Yogyakarta	Kabupaten Sleman		Tujuan Wisata	Masjid umum besar dengan desain bernuansa Asia dan menara emas, serta air mancur dan taman.	ChIJpcpaFLVZei4R6N45yNzRim4	-7.7734682	110.380325
https://lh5.googleusercontent.com/p/AF1QipOd9tpnP53Da0bosIHnjU928jjdMk8eVI448a1k=w426-h240-k-no	Keraton Ratu Boko	4.7	14894	Daerah Istimewa Yogyakarta	Kabupaten Sleman	+62 274 496510	Tujuan Wisata	Situs arkeologis yang memadukan arsitektur khas Budha & Hindu, candi batu & gua.	ChIJRf5U05Jaei4RW_l2RPFEPxU	-7.7705416	110.4894158
https://lh5.googleusercontent.com/p/AF1QipO2t2-U8tBw_3kn-ZvPZrL92pSNJT1HRR_53iVh=w426-h240-k-no	Bukit Paralayang Watugupit	4.7	14134	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul	+62 812-2969-471	Hiking Area	Tempat observasi di puncak bukit yang menghadap Samudera Hindia & pantai & titik lepas landas paralayang.	ChIJwYi1VBKqey4RzFM2Cb9Ii9c	-8.0268551	110.3459122
https://lh5.googleusercontent.com/p/AF1QipNkMsrmGCKkcQVaQA24D3w6mxoAh49n-v0QRFBr=w408-h306-k-no	Gedhe Keraton Yogyakarta Mosque	4.8	13909	Special Region of Yogyakarta	Yogyakarta City	+62 274 373622	Tourist attraction	Historic mosque built in 18th century with traditional Javanese architecture & a small courtyard.	ChIJjfomUI5Xei4RGKpzfNEAK9w	-7.8039072	110.3626429
https://lh5.googleusercontent.com/p/AF1QipPkcaeTUnfFBVNgs2wpFih0QrX4Yd4Xo9o6WldL=w408-h272-k-no	Yogyakarta Marriott Hotel	4.7	11424	Special Region of Yogyakarta	Yogyakarta	+62 274 6000888	Hotel	Upscale hotel offering 3 restaurants, plus an indoor/outdoor pool, a spa & a fitness room.	ChIJQcATF6NZei4RyEqbloRBch0	-7.7616287	110.3984766
https://lh5.googleusercontent.com/p/AF1QipMlxXYDujauwW77F-eZK83RNbtSMdtmWeqB-pdB=w408-h272-k-no	Ullen Sentalu Museum	4.7	10307	Daerah Istimewa Yogyakarta	Kabupaten Sleman	+62 274 880158	Museum Seni	Artefak terkait seni & budaya Jawa, dengan tur berpemandu, restoran & taman yang rimbun.	ChIJuQp5_QJeei4RcSZ5sDVg_qM	-7.598228	110.422825
https://lh5.googleusercontent.com/p/AF1QipOOtMAs8W6C5CHcbuSAdiyJOPZE2NuX_Dd1uSAv=w408-h544-k-no	Pasar Ngasem	4.6	9505	Daerah Istimewa Yogyakarta	Kota Yogyakarta		Tujuan Wisata	Pasar tertutup dengan pedagang daging sapi dan sayuran, peralatan rumah tangga, serta kedai jajanan kaki lima.	ChIJP04vJZJXei4Rpx18oJbS-zY	-7.8081285	110.3600188
https://lh5.googleusercontent.com/p/AF1QipPy9a8_Tu_cM3DrEf7uPH5JZ_fEktdSjM7QfIaW=w426-h240-k-no	Pantai Parangtritis	4.6	9021	Daerah Istimewa Yogyakarta	Kabupaten Bantul		Pantai		ChIJX0lnyQqqey4R-fq0mrDdky8	-8.0255036	110.3337028
https://lh5.googleusercontent.com/p/AF1QipM67eFuK94A4H6pFrrVOgUstZ_AqKhIAdw8S6C9=w426-h240-k-no	Bukit Klangon	4.6	8390	Daerah Istimewa Yogyakarta	Kabupaten Sleman		Hiking Area	Bukit berhutan yang terkenal dengan panorama Gunung Merapi plus berkemah, hiking & bersepeda.	ChIJXwy6auZmei4RJZqUXZEi4wM	-7.5768966	110.4548266
https://lh5.googleusercontent.com/p/AF1QipPaXQ-izwJTj700s73H6himg8HnWBEb6-g8D9Xp=w408-h306-k-no	Merapi Volcano Museum	4.4	8343	Special Region of Yogyakarta	Sleman Regency	+62 274 896498	Tourist attraction	Museum with exhibits dedicated to Mt. Merapi volcano & other Indonesian & international volcanoes.	ChIJQ_mKwG5eei4RBlVEFZYQQ6g	-7.6159272	110.4243329
https://lh5.googleusercontent.com/p/AF1QipOZHu9RqTQyrhLvEpldMkKMsBrkbsZRJFAAKyuH=w408-h306-k-no	Jogja National Museum	4.7	7889	Special Region of Yogyakarta	Yogyakarta City	+62 274 586105	National museum	Multi-use building hosting contemporary art exhibitions, rock concerts & other cultural events.	ChIJBYEh3vRXei4RYgxFX8gtvoc	-7.8001175	110.3534164
https://lh5.googleusercontent.com/p/AF1QipMhumd9Q2irYykz_kwT89CN4d4Vl8HUCzR7xUrN=w408-h272-k-no	Wisata Alam Kalibiru	4.4	7472	Daerah Istimewa Yogyakarta	Kabupaten Kulon Progo	+62 811-2650-250	Tujuan Wisata	Tujuan wisata alam yang menawarkan game & aktivitas outdoor, plus area untuk berfoto.	ChIJkQsehvfvei4RfiL0087kBFY	-7.8074219	110.1292682
https://lh3.googleusercontent.com/gps-proxy/ALd4DhFK9vUQ7R6lqxJ-hQ71oza66KcwbdXUxaWmMiIycERVWVyVbD_rAQivhwbs8-NczIO-q-k8zdSmfD5LL-faSUAVAnmxSyAANyfdB2H5N-FpwRjp6T4yWLkEpHN3VT5HknGa44Yq-ndhAkGPBK7MTc4U5X_ATeaPSJ05qbeqJtlYzD1fkCt4k7iKz7ndadu2bTUfGM4=w408-h306-k-no	De Mata Museum Jogja	4.4	7044	Daerah Istimewa Yogyakarta	Kota Yogyakarta	+62 274 380809	Wisata Sejarah & Budaya	Museum unik yang menampilkan gambar latar belakang seperti nyata untuk menciptakan ilusi optik interaktif.	ChIJ4SCX2QxXei4RU9FnX2AlwZM	-7.8163156	110.3871442
https://lh5.googleusercontent.com/p/AF1QipMrAyUYX13EmRsED0vlWoEBg2laLZP0wKfh45FX=w408-h306-k-no	Seribu Batu Songgo Langit	4.6	6724	Daerah Istimewa Yogyakarta	Kabupaten Bantul	+62 877-3951-3004	Wisata Alam	Jalan setapak & tempat observasi di bukit berhutan, plus rumah hobbit kayu terinspirasi "Lord of the Rings".	ChIJfyTa5RtTei4RAZ0n3MQx8VE	-7.9308668	110.4308565
https://lh5.googleusercontent.com/p/AF1QipM7WqmE0ThxAlanSP3aDiBEk5YToUKLWA6RfDGo=w424-h240-k-no	Hotel Santika Premiere Jogja	4.6	6629	Special Region of Yogyakarta	Yogyakarta City	+62 274 563036	Hotel	Upscale hotel with a spa, an outdoor pool & 2 restaurants, plus a coffee shop & free breakfast.	ChIJOTUz_jBYei4RuuBL4lX7g9Y	-7.7824228	110.3697363
https://lh5.googleusercontent.com/p/AF1QipPl4kRYJ-5yG8wncZ4fXVbCqE6Lpqm6g_ek0C5t=w408-h306-k-no	The Phoenix Hotel Yogyakarta - MGallery	4.7	6332	Special Region of Yogyakarta	Yogyakarta City	+62 274 566617	Hotel	Elegant hotel in a colonial building with a polished restaurant, an open-air bar & an outdoor pool.	ChIJ0-qu-P8_eC4RTeE6Zrd6x7k	-7.7826227	110.3685066
https://lh5.googleusercontent.com/p/AF1QipMiaEt7RCUfXxgeO0ZhEZVejYeGcA_Yn3lYocSU=w408-h509-k-no	Kawasan Wisata Malioboro	4.7	5208	Daerah Istimewa Yogyakarta	Kota Yogyakarta		Tujuan Wisata	Tempat ramai dengan banyak toko pakaian, kios suvenir & pedagang kaki lima yang menjual makanan tradisional.	ChIJ8TjDGYhXei4Rts_Mftk6qnI	-7.7982487	110.3652793
https://lh5.googleusercontent.com/p/AF1QipMxymONHQp-DGovkaXjq8N3MDuXtg6O-nLbYib_=w408-h272-k-no	Hutan Pinus Asri	4.5	5044	Daerah Istimewa Yogyakarta	Kabupaten Bantul		Area Rekreasi Alam	Area mendaki di hutan yang terkenal dengan pohon pinus & tempat untuk berfoto dengan titik pengamatan gunung.	ChIJVS0FhHlTei4RvAIlKGzEcLw	-7.9209209	110.4355651
https://lh5.googleusercontent.com/p/AF1QipMLWp4Q0tEZ0Es-hB-OzPvIw4Xy3ISgmHN1nkmA=w408-h306-k-no	Embung Potorono	4.5	4863	Daerah Istimewa Yogyakarta	Kabupaten Bantul	+62 857-4399-9357	Tujuan Wisata		ChIJCax6VwBXei4RVuOsdzaI9n8	-7.8311423	110.420543
https://lh5.googleusercontent.com/p/AF1QipO5ScKcBPoQxwX__dCr9r5086mXChI-LdqBOIPm=w408-h306-k-no	Wisata jeep merapi_01	4.4	4045	Daerah Istimewa Yogyakarta	Kabupaten Sleman	+62 821-3159-8297	Tujuan Wisata		ChIJN3wIRyxnei4RN1z0axYs_zg	-7.6467912	110.4268217
https://lh5.googleusercontent.com/p/AF1QipODBIsFSvcFJ5Iqz5YxqOxH6G0rBGUWdcDAftW3=w426-h240-k-no	Pantai Ngrawe (MESRA)	4.5	3578	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul	+62 831-4593-1319	Pantai		ChIJGWmhJly7ey4R5mraLuZv0DY	-8.1333389	110.5537405
https://lh5.googleusercontent.com/p/AF1QipMykzWHkRAKxXB4P_oZBC2iDFuor32EVJG96BSP=w426-h240-k-no	Bukit Panguk Kediwung	4.5	3571	Daerah Istimewa Yogyakarta	Kabupaten Bantul	+62 821-1214-0699	Hiking Area	Tempat indah di puncak bukit, dengan platform pengamatan untuk memotret matahari terbit di pedesaan berkabut.	ChIJI9CVSbKsey4RonSXXmzCrpU	-7.9583695	110.4407622
https://lh5.googleusercontent.com/p/AF1QipO5E5aBWecDvbpbtCu84Bfjpoth7Rfb0i1D3wjl=w408-h272-k-no	Novotel Suites Yogyakarta Malioboro	4.7	3318	Special Region of Yogyakarta	Yogyakarta City	+62 274 5018888	Hotel	Laid-back all-suite hotel offering dining & a bar, plus a spa, a gym & an outdoor pool.	ChIJobhHqT5Zei4RepakgcVisA4	-7.793203	110.3665585
https://lh5.googleusercontent.com/p/AF1QipMizTJOlWxnVQaKu8UrfN6WlAB0tSqz7vnegUnV=w408-h306-k-no	Pantai Timang	4.5	3311	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul		Pantai	Pantai pasir putih dengan pulau yang terhubung ke daratan melalui jembatan tali dan kereta gantung.	ChIJ8yx4ZWKzey4RqK8oOl7L7yU	-8.1759266	110.6624196
https://lh5.googleusercontent.com/p/AF1QipOx9610TgoNLXOfiVfxFdGJ47ct_cvcmT0wyFTF=w427-h240-k-no	Museum Mini Sisa Hartaku	4.6	2977	Daerah Istimewa Yogyakarta	Kabupaten Sleman	+62 857-4797-9287	Wisata Sejarah & Budaya		ChIJwyKTHj5nei4RZbztEMaxc7M	-7.6005361	110.4490782
https://lh5.googleusercontent.com/p/AF1QipOMinexLLo8f7Ebtn7IgaiaHEGHEg5vSeg_Kwzr=w426-h240-k-no	DolanDeso Boro	4.4	2557	Daerah Istimewa Yogyakarta	Kabupaten Kulon Progo		Area Rekreasi Alam		ChIJ0cyGkZLzei4RPsvYuoinjkQ	-7.6984409	110.2220666
https://lh5.googleusercontent.com/p/AF1QipP1U5Bl1qN8FWFwDbOT-kA73snICB95swOU_EH3=w426-h240-k-no	Affandi Museum	4.6	2195	Special Region of Yogyakarta	Sleman Regency	+62 274 562593	Art museum	House museum featuring unique architecture & various paintings from namesake Indonesian artist.	ChIJvR1on8RZei4RSl1pJr9VnT4	-7.782713	110.396397
https://lh5.googleusercontent.com/p/AF1QipO3gEoaxd_d6Rf8e_Z3wEWEcojsps5sm4yalGn1=w408-h272-k-no	Taman Bunga Amarilis Gunungkidul	4.3	1980	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul		Taman	Taman yang dipenuhi pohon palem dengan hamparan bunga amarilis oranye yang mekar pada November dan Desember.	ChIJBabqWOtRei4R4Sz4s9aneoo	-7.8563245	110.4991167
https://lh5.googleusercontent.com/p/AF1QipPsEajeXuS_xzb-Jk5lvo1Bu0sJ5-950mxPiIjc=w408-h306-k-no	Pantai Parangkusumo	4.6	1584	Jawa Tengah	Kabupaten Bantul		Pantai		ChIJg5-8wMcBey4RRAiUu44yeus	-8.0230525	110.3252498
https://lh5.googleusercontent.com/p/AF1QipPQR5qZQhkTI0RKtf0IkC19HQtwofr5wbLFhJdi=w408-h544-k-no	Rumah Hantu Malioboro	4.5	1524	Daerah Istimewa Yogyakarta	Kota Yogyakarta		Tujuan Wisata		ChIJTR8WwahZei4RHNGjKIpspqw	-7.7956378	110.3653538
https://lh5.googleusercontent.com/p/AF1QipOx123MSzrrrQEbsrFJdAVBQGuPmD6jdbcrLinL=w408-h507-k-no	Kalisuci Cave Tubing	4.5	1463	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul	+62 819-3179-7178	Tujuan Wisata	Wahana sungai melalui ngarai dan gua batu kapur dengan menaiki ban pelampung, cocok untuk semua usia.	ChIJazkYdBO0ey4RMmb1LBPCZSo	-8.0096941	110.638918
https://lh5.googleusercontent.com/p/AF1QipPl01iwc8ANP1msbeZhQkxJrpY0yzr_E443-BFm=w408-h306-k-no	Desa Wisata Pentingsari	4.5	1280	Daerah Istimewa Yogyakarta	Kabupaten Sleman	+62 856-4253-6786	Tujuan Wisata		ChIJWcElpeNdei4R-UK_Fz8WfPY	-7.6428597	110.4295754
https://lh5.googleusercontent.com/p/AF1QipMcPI8mP1IqKZKWRZSys8H90ondseTA7xEWJA_U=w408-h327-k-no	Goa Jomblang	4.6	1246	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul	+62 818-629-901	Tujuan Wisata	Gua pembuangan vertikal berbatu yang bisa dieksplorasi menggunakan peralatan caving yang disediakan di lokasi.	ChIJF9c0zh-0ey4Rzly9n2_L__k	-8.0281562	110.6383307
https://lh5.googleusercontent.com/p/AF1QipM8CCRwUgNG24VPA_vYiCaXX3DrV3DY2QjA1MWN=w408-h306-k-no	Green Village Gedangsari	4.1	1235	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul	+62 852-2886-8024	Tujuan Wisata	Situs rekreasi populer dengan wahana zip line "flying fox" dan anjungan yang menghadap ke bukit hutan.	ChIJa5iDvzJPei4Ro_LdMTjGz4k	-7.813094	110.615571
https://lh5.googleusercontent.com/p/AF1QipM0xq0ePK8AptxvQ7IkwgHr1POmYNkfTfZ-phoD=w408-h306-k-no	SELOPAMIORO ADVENTURE PARK	4.6	1194	Daerah Istimewa Yogyakarta	Kabupaten Bantul	+62 857-6927-5887	Wisata Alam		ChIJfbPsvIVTei4RoWlctDFt-lU	-7.946248	110.4265856
https://lh5.googleusercontent.com/p/AF1QipPuScP7cpGhgwQlBc9Z119fNrzDP2A3_nEJtixT=w408-h306-k-no	Omah Petroek	4.7	1193	Daerah Istimewa Yogyakarta	Kabupaten Sleman	+62 857-4247-2038	Tujuan Wisata		ChIJOck-dK9gei4RmYeUQdTWDpo	-7.6219947	110.4153359
https://lh5.googleusercontent.com/p/AF1QipMxMXEvjGcwIzzaBr5mTd6nB94Ut-yAkem7TGZL=w408-h306-k-no	Pojok Benteng Wetan Kidul	4.6	1118	Daerah Istimewa Yogyakarta	Kota Yogyakarta		Wisata Sejarah & Budaya		ChIJ10_KRZhXei4RnYhcAODC0BA	-7.8146508	110.3684854
https://lh5.googleusercontent.com/p/AF1QipPkBHL-GCb9f_ixTcFezmEia5fB2fCEW_8O5z7n=w426-h240-k-no	Lava Bantal	4.4	1116	Daerah Istimewa Yogyakarta	Kabupaten Sleman		Taman		ChIJUahybLlRei4RLgrwd1i9VPQ	-7.8081518	110.4595183
https://lh5.googleusercontent.com/p/AF1QipO6TCMdoH18qXvNU9E0i77dvnab-1_Q7A-fkBzb=w408-h271-k-no	Watu Mabur Mangunan	4.5	906	Daerah Istimewa Yogyakarta	Kabupaten Bantul		Wisata Alam		ChIJVUD_n09Tei4RU77BbfebD9Q	-7.947121	110.441
https://lh5.googleusercontent.com/p/AF1QipOpjE7RmXJz81oJzvs3cwZSydOjmMNOi9pejqbF=w408-h306-k-no	The Lost World Park	4.6	899	Daerah Istimewa Yogyakarta	Kabupaten Sleman	+62 853-2771-3887	Tujuan Wisata		ChIJ9VRZkxVnei4ROUk4hG7VfEk	-7.5953124	110.4485956
https://lh5.googleusercontent.com/p/AF1QipPDE8jHBviJCzm6IN0nNVCz4mDGsnRkC58DjELJ=w408-h305-k-no	Air Terjun Luweng Sampang	4	867	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul	+62 812-3344-8050	Wisata Alam	Air terjun indah mengalir melalui batuan karst melengkung yang terkikis & bisa diakses melalui desa setempat.	ChIJx18obYdXei4RDYRL1r9Vqcw	-7.8090182	110.5727475
https://lh5.googleusercontent.com/p/AF1QipO5nyegw-_kjEIe_dI4dO5Fxsl9eutQ5Au1tUU_=w408-h306-k-no	Sonobudoyo Museum New Building	4.9	816	Special Region of Yogyakarta	Yogyakarta City		Museum		ChIJH4EFCTpXei4RK7YnJ4UW81U	-7.8020101	110.3637982
https://lh5.googleusercontent.com/p/AF1QipNf7MtjJ-c4skWRWbQy8VAlE8fh3ENrM-GP5rjY=w408-h408-k-no	Kawasan Ekowisata Gunung Api Purba Nglanggeran	4.6	806	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul	+62 818-0260-6050	Hiking Area	Tempat matahari terbit populer di puncak gunung berapi yang membutuhkan waktu sekitar satu jam untuk mendaki.	ChIJX5563u9Rei4R2BE4f_AbqmQ	-7.84276	110.5379729
https://lh5.googleusercontent.com/p/AF1QipNHINeeqU_Vc4irq7ZNEfZB1LO70wSzIkJajnIj=w408-h544-k-no	Goa Cerme	4.5	802	Daerah Istimewa Yogyakarta	Kabupaten Bantul	+62 858-7063-9103	Wisata Alam	Kompleks gua dengan gua gelap, gua berair, dan tempat mendaki, plus penyewaan helm dan senter kepala.	ChIJ_3rAQCCrey4RtVeCxWVO40M	-7.9794413	110.3803114
https://lh5.googleusercontent.com/p/AF1QipPjQAaMXzRHIWYgsA1HImZtzCja_HRLMe_XNbD7=w426-h240-k-no	Baron Techno Park BRIN	4.4	801	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul	+62 813-9035-7572	Tujuan Wisata		ChIJbRuDdb66ey4RIIeC9Sj0TUQ	-8.1324338	110.5436923
https://lh5.googleusercontent.com/p/AF1QipPgjCqmLmBDU7F0BgGDu_yprwb-e7z9lrrTemo0=w426-h240-k-no	Museum Pleret	4.5	775	Daerah Istimewa Yogyakarta	Kabupaten Bantul		Wisata Sejarah & Budaya		ChIJP3pn_qJWei4RZ3U2wOQmvG4	-7.8685176	110.4052077
https://lh5.googleusercontent.com/p/AF1QipOEYcNb1dOaFPNiElccNxne13galwjmBQ-FKsV5=w426-h240-k-no	Kalikuning Park	4.4	663	Daerah Istimewa Yogyakarta	Kabupaten Sleman		Tujuan Wisata		ChIJhSUDLCRnei4RDWcmzHLUsD4	-7.5924508	110.4417416
https://lh5.googleusercontent.com/p/AF1QipM5DodrKiEdDfd_aXvfMHmezuyQPk3d_OjKBsRW=w408-h544-k-no	Nikmat Wisata	4.5	661	Daerah Istimewa Yogyakarta	yogyakarta		Biro Wisata		ChIJS3zhApEAey4RJeKIVIo-bpI	-8.0182601	110.3155754
https://lh5.googleusercontent.com/p/AF1QipNVfkI4dRAfoNOSLDw30b1O9pnpbeHQHWs1EkE5=w408-h306-k-no	History Of Java Museum	4.5	645	Daerah Istimewa Yogyakarta	Kabupaten Bantul	+62 857-4822-8300	Museum		ChIJWUD1KVlXei4R8nxwZ6s-8ws	-7.8439029	110.362261
https://lh5.googleusercontent.com/p/AF1QipNDfFu9T_bt0c7zk9kbUxeWseRuJLXk1DF8eOqf=w408-h306-k-no	Alfamidi Supermarket	4.2	583	Special Region of Yogyakarta	Yogyakarta City		Supermarket		ChIJ1Wi4cb9Xei4RT4BYWVKB75E	-7.8202729	110.3557662
https://lh5.googleusercontent.com/p/AF1QipNIuat-qrEVJHvpOCiiskjpeqQ4eLQhiqXYtKSQ=w408-h272-k-no	Kraton Jogja	4.8	530	Daerah Istimewa Yogyakarta	Kota Yogyakarta		Tujuan Wisata		ChIJCVctJlxXei4R7ISL-04yGvE	-7.8069587	110.3639266
https://lh5.googleusercontent.com/p/AF1QipMojnLx3PslVljL4IUqu6S4hikJstBLLX-TmMCj=w426-h240-k-no	Wediombo Beach	4.7	474	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul		Tujuan Wisata		ChIJE7o_WvG5ey4RNk-otPI9ZIQ	-8.18966	110.7103703
https://lh5.googleusercontent.com/p/AF1QipOZtnjHY-BOeqgPdBhnh_nvF9b9HkI82WIGNBzv=w480-h240-k-no	Laut Bekah	4.4	457	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul		Pantai		ChIJg7kA_Kapey4R6XFwLBxc7eE	-8.0710833	110.3752915
https://lh5.googleusercontent.com/p/AF1QipNW8nq60AKQOAEdfg_rszDhDPdMHL0MmaZp9pcQ=w408-h504-k-no	Chicken Shack	4.8	445	Special Region of Yogyakarta	Yogyakarta City	+62 899-9977-005	Family restaurant	Family-run chain specializing in chicken, BBQ ribs & fried seafood since 1956.	ChIJ0SVAqRZXei4R5yF7b-bHlTs	-7.8185807	110.3661681
https://lh5.googleusercontent.com/p/AF1QipOAscqzN_XH65DEm1Zdxe7anTiU2-skP-Ih3Uqe=w408-h544-k-no	Starbucks Seturan	4.6	418	Special Region of Yogyakarta	Sleman Regency	+62 274 4331123	Coffee shop	Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.	ChIJfZDKwAtZei4RjAK97IJHJwQ	-7.7727398	110.4094297
https://lh5.googleusercontent.com/p/AF1QipMU5iXvL25ckSLEGBSE2RFko74Ty45cInY1e54w=w408-h306-k-no	Gedung Agung Yogyakarta	4.6	372	Special Region of Yogyakarta	Yogyakarta City	+62 274 512005	Tourist attraction		ChIJAUJPu4hXei4RfCL1Yp_Z0Qo	-7.8001885	110.363877
https://lh5.googleusercontent.com/p/AF1QipPzGOuMyWO4RhejpR69qL86WBXukeR7dZnXcX5F=w408-h289-k-no	Gua Langse	4.5	328	Daerah Istimewa Yogyakarta	Kabupaten Gunung Kidul		Wisata Alam		ChIJpW0WpRGqey4R_BX-EeTnFyM	-8.04034	110.3486549
https://lh5.googleusercontent.com/p/AF1QipOnZ3WDNnwF_b3HrkDg5og8NM8O8y0uHVl_7n3r=w408-h306-k-no	Desa Wisata Lopati	4.2	321	Daerah Istimewa Yogyakarta	Kabupaten Bantul	+62 856-4303-4514	Wisata Alam		ChIJg_Gqwv5Vei4R2F0TmFInENg	-7.9329922	110.2550693
https://lh5.googleusercontent.com/p/AF1QipOB9Kop2Bghd-S_Nw_wQ7YspDIWKx158Vdj2Vu3=w426-h240-k-no	Omah UGM Kotagede Yogyakarta	4.7	312	Daerah Istimewa Yogyakarta	Kota Yogyakarta	+62 816-521-879	Tujuan Wisata		ChIJVVVVFRRXei4RmR1-Ncx2jik	-7.8293112	110.3956256
https://lh5.googleusercontent.com/p/AF1QipOnJmUlQh4rj7Q16QlKY0ia1IQ0AY3AL7S_s_S3=w408-h306-k-no	Museum Sri Sultan Hamengkubuwono IX	4.7	309	Daerah Istimewa Yogyakarta	Kota Yogyakarta	+62 822-4203-8280	Wisata Sejarah & Budaya		ChIJIaPgR5BXei4RdVtp87fVpYQ	-7.8083193	110.3644395
